SCORES_TXT_BEGIN_0 0 4 9 BLEU
7 12 3 11 2 10 1 9 19 
8 12 4 11 2 10 1 9 19 
8 13 3 12 2 11 1 10 19 
6 10 3 9 1 8 0 7 19 
6 11 2 10 1 9 0 8 19 
7 12 3 11 2 10 1 9 19 
8 11 3 10 1 9 0 8 19 
7 11 4 10 2 9 1 8 19 
8 12 2 11 1 10 0 9 19 
7 12 3 11 2 10 1 9 19 
6 11 3 10 1 9 0 8 19 
7 11 4 10 2 9 1 8 19 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 14 9 9 BLEU
22 24 20 23 18 22 16 21 27 
22 25 20 24 18 23 16 22 27 
22 25 19 24 16 23 13 22 27 
22 25 19 24 16 23 13 22 27 
22 25 20 24 18 23 16 22 27 
22 25 19 24 16 23 14 22 27 
23 25 20 24 17 23 14 22 27 
22 25 19 24 17 23 15 22 27 
22 25 19 24 16 23 13 22 27 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 15 4 9 BLEU
34 40 28 39 24 38 20 37 39 
35 41 28 40 24 39 20 38 39 
34 41 28 40 24 39 20 38 39 
34 41 27 40 22 39 17 38 39 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 16 4 9 BLEU
39 41 37 40 35 39 33 38 40 
39 42 36 41 33 40 30 39 40 
39 42 36 41 33 40 30 39 40 
39 42 37 41 35 40 33 39 40 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 17 14 9 BLEU
18 21 14 20 10 19 7 18 20 
18 21 14 20 10 19 7 18 20 
18 22 13 21 9 20 7 19 20 
18 22 13 21 9 20 6 19 20 
18 22 14 21 10 20 7 19 20 
18 22 13 21 9 20 7 19 20 
18 22 13 21 9 20 6 19 20 
17 20 13 19 9 18 6 17 20 
18 22 13 21 8 20 5 19 20 
17 21 12 20 8 19 5 18 20 
17 20 12 19 8 18 5 17 20 
17 21 12 20 8 19 5 18 20 
18 23 12 22 8 21 6 20 20 
18 22 14 21 9 20 5 19 20 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 18 9 9 BLEU
14 17 11 16 8 15 6 14 20 
14 18 11 17 8 16 6 15 20 
14 18 11 17 8 16 6 15 20 
14 18 10 17 6 16 4 15 20 
13 17 9 16 6 15 4 14 20 
14 18 11 17 7 16 4 15 20 
14 18 11 17 8 16 6 15 20 
14 17 10 16 7 15 5 14 20 
13 17 10 16 7 15 5 14 20 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 19 6 9 BLEU
43 45 41 44 39 43 37 42 48 
43 46 40 45 37 44 34 43 48 
44 46 40 45 37 44 34 43 48 
43 46 40 45 37 44 34 43 48 
42 45 39 44 36 43 33 42 48 
43 46 40 45 37 44 34 43 48 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 20 4 9 BLEU
33 35 30 34 27 33 24 32 38 
33 36 29 35 25 34 21 33 38 
33 36 30 35 27 34 24 33 38 
32 35 28 34 24 33 20 32 38 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 21 7 9 BLEU
24 27 21 26 18 25 15 24 30 
24 27 21 26 18 25 15 24 30 
24 27 21 26 18 25 15 24 30 
25 27 22 26 17 25 14 24 30 
24 28 20 27 16 26 12 25 30 
24 27 21 26 17 25 14 24 30 
24 27 21 26 17 25 14 24 30 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 22 7 9 BLEU
18 21 16 20 14 19 12 18 24 
19 21 16 20 14 19 12 18 24 
18 22 16 21 14 20 12 19 24 
19 22 16 21 14 20 12 19 24 
18 22 15 21 13 20 11 19 24 
18 22 16 21 13 20 10 19 24 
17 21 14 20 12 19 10 18 24 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 23 7 9 BLEU
17 21 15 20 11 19 8 18 24 
17 21 13 20 9 19 7 18 24 
17 22 15 21 11 20 8 19 24 
17 22 14 21 10 20 7 19 24 
16 21 14 20 12 19 9 18 24 
17 22 15 21 10 20 6 19 24 
17 22 15 21 11 20 8 19 24 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 24 3 9 BLEU
27 29 24 28 21 27 19 26 32 
28 30 23 29 19 28 16 27 32 
27 30 23 29 19 28 16 27 32 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 25 2 9 BLEU
22 27 17 26 13 25 10 24 32 
22 28 16 27 12 26 9 25 32 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 26 10 9 BLEU
21 23 19 22 17 21 16 20 26 
22 24 18 23 15 22 13 21 26 
21 24 18 23 15 22 13 21 26 
21 24 18 23 15 22 13 21 26 
20 23 17 22 15 21 14 20 26 
20 22 17 21 14 20 12 19 26 
21 24 19 23 16 22 14 21 26 
22 25 17 24 13 23 11 22 26 
21 24 19 23 16 22 14 21 26 
20 23 17 22 14 21 12 20 26 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 27 4 9 BLEU
16 22 11 21 7 20 5 19 26 
17 23 11 22 5 21 3 20 26 
16 22 11 21 7 20 5 19 26 
16 23 11 22 7 21 5 20 26 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 28 6 9 BLEU
11 23 7 22 3 21 2 20 17 
12 24 7 23 3 22 2 21 17 
11 24 7 23 3 22 2 21 17 
11 24 6 23 2 22 1 21 17 
11 24 7 23 3 22 2 21 17 
11 23 6 22 3 21 2 20 17 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 29 4 9 BLEU
9 22 4 21 0 20 0 19 17 
8 22 3 21 0 20 0 19 17 
9 23 4 22 0 21 0 20 17 
9 23 4 22 0 21 0 20 17 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 30 4 9 BLEU
10 14 7 13 4 12 2 11 16 
10 15 7 14 4 13 2 12 16 
9 14 6 13 3 12 2 11 16 
10 14 6 13 3 12 2 11 16 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 31 5 9 BLEU
8 13 5 12 2 11 0 10 16 
8 14 5 13 2 12 0 11 16 
7 13 4 12 1 11 0 10 16 
8 13 4 12 1 11 0 10 16 
7 13 3 12 1 11 0 10 16 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 32 3 9 BLEU
10 14 6 13 4 12 3 11 16 
10 15 5 14 3 13 2 12 16 
10 15 6 14 4 13 3 12 16 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 33 2 9 BLEU
27 28 24 27 21 26 18 25 32 
28 29 23 28 19 27 15 26 32 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 34 2 9 BLEU
17 22 12 21 9 20 6 19 32 
18 23 12 22 9 21 6 20 32 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 35 3 9 BLEU
13 15 9 14 6 13 3 12 22 
13 16 8 15 5 14 2 13 22 
13 16 9 15 6 14 3 13 22 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 36 5 9 BLEU
20 22 17 21 15 20 13 19 25 
20 23 17 22 15 21 13 20 25 
20 23 17 22 14 21 11 20 25 
20 23 16 22 13 21 10 20 25 
19 22 15 21 12 20 9 19 25 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 37 5 9 BLEU
26 28 23 27 20 26 18 25 31 
27 29 22 28 18 27 15 26 31 
26 29 22 28 18 27 15 26 31 
27 29 22 28 18 27 15 26 31 
26 30 22 29 18 28 15 27 31 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 38 5 9 BLEU
21 26 16 25 12 24 9 23 31 
21 27 15 26 11 25 9 24 31 
21 27 15 26 10 25 6 24 31 
21 26 16 25 12 24 9 23 31 
22 28 15 27 11 26 9 25 31 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 39 7 9 BLEU
20 22 18 21 16 20 14 19 25 
20 23 17 22 15 21 13 20 25 
20 23 18 22 16 21 14 20 25 
20 23 17 22 14 21 11 20 25 
20 23 17 22 14 21 11 20 25 
20 23 18 22 15 21 12 20 25 
19 22 16 21 13 20 10 19 25 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 40 4 9 BLEU
14 16 12 15 10 14 8 13 19 
14 17 12 16 10 15 8 14 19 
15 17 12 16 9 15 6 14 19 
14 17 11 16 8 15 5 14 19 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 41 2 9 BLEU
9 11 7 10 5 9 4 8 14 
8 11 6 10 5 9 4 8 14 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 42 2 9 BLEU
16 19 14 18 12 17 10 16 22 
16 20 13 19 10 18 7 17 22 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 43 8 9 BLEU
13 15 10 14 8 13 6 12 18 
13 16 10 15 8 14 6 13 18 
13 16 10 15 8 14 6 13 18 
12 15 9 14 7 13 5 12 18 
13 15 8 14 5 13 3 12 18 
12 15 8 14 6 13 4 12 18 
13 16 10 15 7 14 4 13 18 
12 14 9 13 7 12 5 11 18 
SCORES_TXT_END_0
